"Goal","Target","Indicator","SeriesCode","SeriesDescription","GeoAreaCode","GeoAreaName","Activity","Location","Reporting Type","Units","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","442","Luxembourg","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","442","Luxembourg","TOTAL","ALLAREA","G","PERCENT","98.29769","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","454","Malawi","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","454","Malawi","TOTAL","ALLAREA","G","PERCENT","32.52033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","470","Malta","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","470","Malta","TOTAL","ALLAREA","G","PERCENT","78.46939","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","484","Mexico","INDUSTRIES","ALLAREA","G","PERCENT","25.05302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","484","Mexico","TOTAL","ALLAREA","G","PERCENT","45.83153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","492","Monaco","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","492","Monaco","TOTAL","ALLAREA","G","PERCENT","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","496","Mongolia","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","496","Mongolia","TOTAL","ALLAREA","G","PERCENT","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","499","Montenegro","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","499","Montenegro","TOTAL","ALLAREA","G","PERCENT","56.16046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","104","Myanmar","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","104","Myanmar","TOTAL","ALLAREA","G","PERCENT","125.63238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","528","Netherlands (Kingdom of the)","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","528","Netherlands (Kingdom of the)","TOTAL","ALLAREA","G","PERCENT","154.35385","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","807","North Macedonia","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","807","North Macedonia","TOTAL","ALLAREA","G","PERCENT","37.49983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","512","Oman","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","512","Oman","TOTAL","ALLAREA","G","PERCENT","99.0385","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","591","Panama","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","591","Panama","TOTAL","ALLAREA","G","PERCENT","54.39902","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","604","Peru","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","604","Peru","TOTAL","ALLAREA","G","PERCENT","82.10368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","410","Republic of Korea","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","410","Republic of Korea","TOTAL","ALLAREA","G","PERCENT","96.61572","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
